track_id,artists,track_name,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,lyrics,tags,mood
5ry2OE6R2zPQFDO85XkgRb,Drake,Money In The Grave (Drake ft. Rick Ross),,,,,,,,,,,"Yeah, okay
Lil' CC on the beat, mmm
Yeah, yeah
I mean, where the fuck should I really even start?
I got hoes that I'm keepin' in the dark

I got my niggas 'cross the street livin' large

Thinkin' back to the fact that they dead

Thought my raps wasn't facts 'til they sat with the bars

I got two phones, one need a charge

Yeah, they twins, I could tell they ass apart

I got big packs comin' on the way

I got big stacks comin' out the safe

I got Lil Max with me, he the wave

It's a big gap between us in the game

In the next life, I'm tryna stay paid

When I die, put my money in the grave



When I die, put my money in the grave

I really gotta put a couple niggas in they place

Really just lapped every nigga in the race

I really might tat ""Realest Nigga"" on my face

Lil CC let it slap with the bass

I used to save hoes with a mask and a cape

Now I'm like, ""Nah, love, I'm good, go away""

Ain't about to die with no money, I done gave it



I was on top when that shit meant a lot

Still on top like I'm scared of the drop

Still on top and these niggas wanna swap

Niggas wanna swap like it's Slauson or Watts

I don't wanna change 'cause I'm good where I'm at

Mob ties, so I'm always good where I'm at

Word to Junior, Jazzy, Baby J

Tell 'em when I die, put my money in the grave



Couple figures, killers call and collect (Collect)

She fuck a nigga, then she on to the next (Next)

Really livin' large, she in awe with a mack

When you niggas thinkin' small in the mall with a rat (Rat)

Roll with us if you really wanna get it (Get it)

Go get a half a million in the Sprinter (Sprinter)

Phone ringin', bitches know a big tipper (Tipper)

I got the hookup and there's really no limit (Limit)

Dead broke is in you nigga DNA (DNA)

Rickey Smiley's in Decatur with the yé

Lil' nigga, just another state case

Bury my motherfuckin' Chase Bank, time to bounce (Bounce)

Gotta count on my allowance (Gotta count on my allowance)

You niggas snitches so I gotta reroute it (So I gotta reroute it)

A nigga drippin' like I got a zillion dollars

Got the trap jumpin' like Zion when I rebound it

Then I'm out (Then I'm out)

And I'll never talk about it (About it)

The homies quiet, but we all smoke the loudest (Loudest)

Rich niggas and I'm really bein' modest

'Cause the way I do my deals, never treated like a artist

Want the house (House)

You could DM my accountant

My per diem six figures and I'm countin'

Nine figures was the goal 'til I hit it

These niggas ain't livin', so bury mine with me

Ross got it (Maybach Music)



When I die, put my money in the grave

I really gotta put a couple niggas in they place

Really just lapped every nigga in the race

I really might tat ""Realest Nigga"" on my face

Lil CC let it slap with the bass

I used to save hoes with a mask and a cape

Now I'm like, ""Nah, love, I'm good, go away""

Ain't about to die with no money, I done gave it","Drake, rick ross, Hip-Hop, hip hop, pop, rap, catchy, female vocals, trap, taylor swift, singles, mainstream, hyphy, cloud rap, hardcore hip hop, snap, like a lot, 2019, 2010s rap, MySpotigramBot, -1001740215468, Drizzle me please",energetic
5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,,,,,,,,,,,Failed to fetch lyrics,"pop, synthpop, rnb, MySpotigramBot, synthwave, Canadian, new romantic, synth-pop, alternative rnb, 2020, The Weeknd, 2020s, electronic, dance, canada, new wave, prog-rnb, -1001747063611, Disco, electropop, rock, soul, alternative, synth, dream pop, r&b, party, male vocalist, dance pop, alternative pop, Ballad, breakup, 2010s, a subtle use of vocal harmony, extensive vamping, major key tonality, acoustic rhythm guitars, SHAZAM, italo-disco, nu disco, electro-disco, king of pop, Contemporary pop, contemporary rnb, a vocal-centric aesthetic, c major, Outrun, danceable grooves, use of ambient synths, rnb influences, tame impala, The Weekend, justin tranter, playlista rmf fm, not dream pop, uk number two, moonlight rnb, -1001333387036, top 2000 2022, -1001433094707, -1001619265784, -1001819731063, -1001740215468, W Artist",energetic
4Oun2ylbjFKMPTiaSbbCih,Cardi B,WAP (feat. Megan Thee Stallion),,,,,,,,,,,"Whores in this house
There's some whores in this house
There's some whores in this house
There's some whores in this house (Hold up)
I said certified freak, seven days a week
Wet-ass pussy, make that pullout game weak (Ah)



Yeah, yeah, yeah, yeah

Yeah, you fuckin' with some wet-ass pussy

Bring a bucket and a mop for this wet-ass pussy

Give me everything you got for this wet-ass pussy



Beat it up, nigga, catch a charge

Extra large and extra hard

Put this pussy right in your face

Swipe your nose like a credit card

Hop on top, I wanna ride

I do a kegel while it's inside

Spit in my mouth, look in my eyes

This pussy is wet, come take a dive

Tie me up like I'm surprised

Let's roleplay, I'll wear a disguise

I want you to park that big Mack truck right in this little garage

Make it cream, make me scream

Out in public, make a scene

I don't cook, I don't clean

But let me tell you, I got this ring (Ayy, ayy)



Gobble me, swallow me, drip down the side of me (Yuh)

Quick, jump out 'fore you let you get inside of me (Yuh)

I tell him where to put it, never tell him where I'm 'bout to be (Huh)

I run down on him 'fore I have a nigga runnin' me (Pow, pow, pow)

Talk your shit, bite your lip (Yuh)

Ask for a car while you ride that dick (While you ride that dick)

You really ain't never gotta fuck him for a thing (Yuh)

He already made his mind up 'fore he came (Ayy, ah)

Now get your boots and your coat for this wet-ass pussy (Ah, ah, ah)

He bought a phone just for pictures of this wet-ass pussy (Click, click, click)

Pay my tuition just to kiss me on this wet-ass pussy (Mwah, mwah, mwah)

Now make it rain if you wanna see some wet-ass pussy (Yuh, yuh)



Look, I need a hard hitter, need a deep stroker

Need a Henny drinker, need a weed smoker

Not a garter snake, I need a king cobra

With a hook in it, hope it lean over

He got some money, then that's where I'm headed

Pussy A1 just like his credit

He got a beard, well, I'm tryna wet it

I let him taste it, now he diabetic

I don't wanna spit, I wanna gulp

I wanna gag, I wanna choke

I want you to touch that lil' dangly thing that swing in the back of my throat

My head game is fire, punani Dasani

It's goin' in dry and it's comin' out soggy

I ride on that thing like the cops is behind me (Yuh, ah)

I spit on his mic and now he tryna sign me, woo

[Verse 4: Megan Thee Stallion]

Your honor, I'm a freak bitch, handcuffs, leashes

Switch my wig, make him feel like he cheatin'

Put him on his knees, give him somethin' to believe in

Never lost a fight, but I'm lookin' for a beatin'

In the food chain, I'm the one that eat ya

If he ate my ass, he's a bottom-feeder

Big D stand for big demeanor

I could make ya bust before I ever meet ya

If it don't hang, then he can't bang

You can't hurt my feelings, but I like pain

If he fuck me and ask ""Whose is it?""

When I ride the dick, I'ma spell my name, ah



Yeah, yeah, yeah, yeah

Yeah, you fuckin' with some wet-ass pussy

Bring a bucket and a mop for this wet-ass pussy

Give me everything you got for this wet-ass pussy

Now from the top, make it drop, that's some wet-ass pussy

Now get a bucket and a mop, that's some wet-ass pussy

I'm talkin' wap, wap, wap, that's some wet-ass pussy

Macaroni in a pot, that's some wet-ass pussy, huh



There's some whores in this house

There's some whores in this house

There's some whores in this house

There's some whores in this house

There's some whores in this house

There's some whores in this house

There's some whores in this house

There's some whores in this house

There's some whores in this house

There's some whores in this house","trap, Hip-Hop, rap, 2020, best of 2020, cardi b, Megan Thee Stallion, pop rap, classic, sex, shit, hit, east coast hip hop, 2020s, worst of 2020, not feminist, worst songs of 2020, not empowering, hip hop, pop, female vocalists, Dirty South, amazing, gospel, guilty pleasure, Crap, love at first listen, Trash, perfect, awful, terrible, wtf is this, hardcore hip-hop, sex music, Officially Shit, legends, bad, judaism, Sliding, wap, Olivia, banned, hyphy, east coast hip-hop, dirty rap, Better than Nicki Minaj, on repeat, Worst Song Ever, Iconic, the death of music, overhated, kylie is a culture vulture and rosalia is a colonizer, queens of rap, wet ass pussy, real hot girl shit, Ratchet Music, My Music Library, horniest song ever, WAP (Feat. Megan Thee Stallion), Gregorian chant nightcore hardcore dubstep",energetic
35mvY5S1H3J2QZyna3TFe0,Ariana Grande,positions,,,,,,,,,,,"Heaven sent you to me
I'm just hopin’ I don't repeat history
Boy, I'm tryna meet your mama on a Sunday
Then make a lotta love on a Monday (Ah, ah)
Never need no (No), no one else, babe

’Cause I'll be



Switchin' the positions for you

Cookin' in the kitchen and I'm in the bedroom

I'm in the Olympics, way I'm jumpin' through hoops

Know my love infinite, nothin’ I wouldn’t do

That I won't do, switchin’ for you



Perfect, perfect

You're too good to be true (You're too good to be true)

But I get tired of runnin', fuck it

Now, I’m runnin' with you (With you)

Said, boy, I'm tryna meet your mama on a Sunday

Then make a lotta love on a Monday (Ah, ah)

Never need no (No), no onе else, babe

'Causе I'll be



Switchin' the positions for you

Cookin' in the kitchen and I'm in the bedroom

I'm in the Olympics, way I'm jumpin' through hoops

Know my love infinite, nothin' I wouldn't do

That I won't do, switchin' for you

Cookin' in the kitchen and I'm in the bedroom

I'm in the Olympics, way I'm jumpin' through hoops

Know my love infinite, nothin' I wouldn't do (Nothin')

That I won't do, switchin' for you



This some shit that I usually don't do (Yeah)

But for you, I kinda, kinda want to (Mmm)

'Cause you're down for me and I'm down too (And I'm down too)

Yeah, I'm down too

Switchin' the positions for you

This some shit that I (Yeah) usually don't do (Don't do)

But for you, I kinda, kinda want to (Mmm)

'Cause you're down for me and I'm down too ('Cause you're down for me)



Switchin' the positions for you

Cookin' in the kitchen and I'm in the bedroom

I'm in the Olympics, way I'm jumpin' through hoops (Jumpin', jumpin')

Know my love infinite, nothin' I wouldn't do

That I won't do, switchin' for you (Ooh woah)

Cookin' in the kitchen and I'm in the bedroom

I'm in the Olympics, way I'm jumpin' through hoops

Know my love infinite, nothin' I wouldn't do (I wouldn't do)

That I won't do, switchin' for you



Yeah

Ah, yeah

Ah (Ah), yeah","pop, rnb, 2020, 2020s, trap, Hip-Hop, soul, sex, Ariana Grande, tiktok, trap pop, pop trap, best of 2020, sexy, female vocalists, american, excellent, feminist, Trash, FM4, garbage, awful, feminism, a subtle use of vocal harmony, intricate melodic phrasing, extensive vamping, acoustic rhythm guitars, melodic songwriting, positions, orchestral pop, mid, mild rhythmic syncopation, string section beds, career highlight, contemporary rnb, queen of pop, Infatuation, FLOP, sjw, D minor, song of the year, femenist, washed out, solo strings, offensive lyrics, rnb influences, uk number one, us number one, a breathy female lead vocalist, soty, pop tones, my top songs, payola, baby making song, position of power, alexcore,  soul,  hip-hop,  american,  trap, songs for mixing, femenism, dessicant,  2020, TANKED, positions of power, hate before first watch, i love ari - labi, carnality,  2020s, winter 20, MySpotigramBot",energetic
527k23H0A4Q0UJN3vGs0Da,Don Toliver,After Party,,,,,,,,,,,"Okay, I pull up, hop out at the after party
You and all your friends, yeah, they love to get naughty
Sippin' on that Henn', I know you love that Bacardi (Sonny Digital)
1942, I take you back in that 'Rari
Okay, I pull up, hop out at the after party
You and all your friends, yeah, they love to get naughty

Sippin' on that Henn', I know you love that Bacardi

1942, I take you back in that 'Rari



Switchin' lanes and I'm seein' lights, you know I watch the curb

Smokin' weed, you know I'm gettin' high, you now it calm my nerves

Trappin' hard, pumpin' non-stop, the bag I had to earn

You can try, but you might fail again, you know you never learn



Came in with a bottle, I was trippin'

And I took a couple shots and now I'm dizzy

It got me burning up, burning up

Insides burning up, burning up (Yeah)



Okay, I pull up, hop out at the after party

You and all your friends, yeah, they love to get naughty

Sippin' on that Henn', I know you love that Bacardi

1942, I take you back in that 'Rari

Okay, I pull up, hop out at the after party

You and all your friends, yeah, they love to get naughty

Sippin' on that Henn', I know you love that Bacardi

1942, I take you back in that 'Rari



Uh, poppin' meds (Uh) out in the meadows (Yeah)

She like a little red (Uh), in her stilettos (Yeah)

Anytime you live (Uh) out in the ghetto (Yeah)

You try to duck the feds (Uh), they need to let go



Came in with a bottle, I was trippin'

And I took a couple shots, it got me dizzy

It got me burning up, burning up

Insides burning up, burning up (Yeah)



Okay, I pull up, hop out at the after party

You and all your friends, yeah, they love to get naughty

Sippin' on that Henn', I know you love that Bacardi

1942, I take you back in that 'Rari

Okay, I pull up, hop out at the after party

You and all your friends, yeah, they love to get naughty

Sippin' on that Henn', I know you love that Bacardi

1942, I take you back in that 'Rari



Okay, I pull up— (Okay, I pull up)

Okay, I pull up— (Okay, I pull up)

Okay, I pull up (Okay, I pull up), hop out at the after party

Okay, I pull up (Okay, I pull up), hop out at the after party

Okay, I pull up (Okay, I pull up), hop out at the after party

Okay, I pull up (Okay, I pull up), hop out at the after party","peak, rap, Love, alcohol, Olivia, in love, after party, don toliver, capybara, coconut doggy, MySpotigramBot, ok i pull up",energetic
6Im9k8u9iIzKMrmV7BWtlF,Ariana Grande,34+35,,,,,,,,,,,"You might think I'm crazy
The way I been craving
If I put it quite plainly
Just gimme them babies
So what you doing tonight?

Better say ""Doing you right""

Watching movies but we ain't seen a thing tonight



I don't wanna keep you up (You up)

But show me can you keep it up (It up)

'Cause then I'll have to keep you up

So baby I'ma keep you up, boy



I been drinking coffee (I been drinking coffee)

And I been eating healthy (And I been eating healthy)

You know I keep it squeaky, yeah (You know I keep it squeaky)

Saving up my energy (Saving up my energy)



Can you stay up all night?

Fuck me 'til the daylight

34+35

Can you stay up all night?

Fuck me 'til the daylight

34+35



You drink it just like water (Water)

You say it taste like candy

So what you doing tonight? (Tonight)

Better say ""Doing you right"" (Alright)

Watching movies but we ain't seen a thing tonight



I don't wanna keep you up (You up)

But show me can you keep it up (It up)

'Cause then I'll have to keep you up

So baby I'ma keep you up, boy



I been drinking coffee (I been drinking coffee)

And I been eating healthy (And I been eating healthy)

You know I keep it squeaky, yeah

Saving up my energy (Yeah, yeah, yeah)



Can you stay up all night?

Fuck me 'til the daylight

34+35

Can you stay up all night?

Fuck me 'til the daylight

34+35



Baby, you might need a seatbelt when I ride it

I'ma leave it open like a door, come inside it

Even though I'm wifey you can hit it like a side chick

Don't need no side dick, no



Got the neighbors yelling ""Earthquake"" (Earthquake)

4.5 when I make the bed shake (Bed shake)

Put it down heavy even though it's lightweight (It's lightweight, yeah, yeah)



We started at midnight

Go 'til the sunrise

Done at the same time

But who's counting the time when we got it for life (Got it for life)



I know all your favorite spots (Favorite spots)

We can take it from the top (From the top)

You're such a dream come true, true

Make a bitch wanna hit snooze, ooh



Can you stay up all night?

Fuck me 'til the daylight

34+35 (34+35)

Can you stay up all night?

Fuck me 'til the daylight

34+35



Means I wanna 69 witcha

Aww shit","pop, 2020, rnb, 2020s, trap pop, female vocalists, sex, trap, 69, dance, happy, Love, strings, Dope, funny, female vocalist, dance pop, wow, nostalgia, FM4, inspiring, math, horny, pop rap, a subtle use of vocal harmony, extensive vamping, major key tonality, bubblegum pop, mature, real, 20, orchestral pop, Olivia, adult, lust, in love, mild rhythmic syncopation, use of a string ensemble, contemporary rnb, lmao, yuh, x-rated, Calculus, conception, f major, soon, offensive lyrics, rnb influences, yus, a breathy female lead vocalist, goes, Ariana Grande, making babies, ooh la la, healthy, goals, songs for a first date, tiktok, cooked, human experience, I get it now, pop trap, trap beat,  soul,  hip-hop,  american,  trap,  2020, wine me dine me, 69 me, 69er, the sex number, queen of maths, night vibes, megan ,  2020s, MySpotigramBot, -1001182936313, Us number two, my spotify, Olivia is my wife, For our kids, LETS GOOO, Olivias vagina, Christina Aguilera influence",energetic
6J2LdBN97cDWn0MLxYh9HB,Noah Cyrus,July,,,,,,,,,,,"I've been holding my breath
I've  been counting to ten
Over  something you said
I've been holding back tears
While you're throwing back beers
I'm  alone in bed



You  know I, I'm afraid of change

Guess that's why we stay the same



So  tell me to leave

I'll pack my bags, get on the road

Find someone that loves you

Better than I do, darling, I know

'Cause  you remind me every day

I'm not enough, but I still stay



Feels like a lifetime

Just trying to get by while we're dying inside

I've done a lot of things wrong

Loving you being one

But I can't move on



You know I, I'm afraid of change

Guess that's why we stay the same



So tell me to leave

I'll pack my bags, get on the road

Find someone that loves you

Better than I do, darling, I know

'Cause you remind me every day

I'm not enough, but I still stay



If you want me to leave

Then tell me to leave and baby I'll go



You remind me every day

I'm not enough, but I still stay","pop, indie, country, indie pop, female vocalists, acoustic, female vocalist, love at first listen, 20s, Stripped, desolation, 2020, 2020s, noah cyrus, Sad Playlist, bargaining",energetic
5f1joOtoMeyppIcJGZQvqJ,Kane Brown,Be Like That - feat. Swae Lee & Khalid,,,,,,,,,,,Failed to fetch lyrics,"pop, rap, rnb, folk pop, a subtle use of vocal harmony, electric rhythm guitars, extensive vamping, major key tonality, groove based composition, prominent use of synth, vocal duets, offensive lyrics, rnb influences, 2020, d flat major, 2020s",energetic
6KfoDhO4XUWSbnyKjNp9c4,Conan Gray,Maniac,,,,,,,,,,,"(Maniac)
You were with your friends, partyin'
When the alcohol kicked in
Said you wanted me dead so
You show up at my home all alone

With a shovel and a rose

Do you think I'm a joke? 'Cause



People like you always want back

What they can't have

But I'm past that

And you know that

So you should turn back

To your rat pack

Tell 'em I'm trash



Tell all of your friends that I'm crazy

And drive you mad

That I'm such a stalker, a watcher

A psychopath

Then tell them you hate me and dated

Me just for laughs

So why do you call me and tell me

You want me back? You maniac



You maniac

You maniac

You maniac



You just went too far, wrecked your car

Call me crying in the dark

Now you're breaking my heart

So I show up at your place right away

Wipe the tears off of your face

While you beg me to stay, well



People like you always want back

What they can't have

But I'm past that

And you know that

So you should turn back

To your rat pack

Tell 'em I'm trash



Tell all of your friends that I'm crazy

And drive you mad

That I'm such a stalker, a watcher

A psychopath

Then tell them you hate me and dated

Me just for laughs

So why do you call me and tell me

You want me back? You maniac



You maniac

You maniac

You maniac



Psychopathic, don't be so dramatic

We had magic, but you made it tragic

Now you're manic, honestly I've had it

Listen to yourself, think you need to get some help



Tell all of your friends that I'm crazy

And drive you mad

That I'm such a stalker, a watcher

A psychopath

Then tell them you hate me and dated

Me just for laughs

So why do you call me and tell me

You want me back? You maniac



You maniac

You maniac

You maniac","pop, indie pop, synthpop, electronic, electropop, indie, male vocalist, resentment, Vibe, conan, 2019",calm
6jRq8gaZhMUyy5RclRPcAf,blackbear,hot girl bummer,,,,,,,,,,,"Fuck you and you, and you
I hate your friends and they hate me too
I'm through, I'm through, I'm through
This that hot girl bummer anthem
Turn it up and throw a tantrum

This that hot girl bummer anthem

Turn it up and throw a tantrum

This that throw up in your Birkin bag

Hook up with someone random

This that social awkward suicide

That buy your lips and buy your likes

I swear she had a man, but shit

Hit different when it's Thursday night



That college dropout music every day

Like that she be too thick

And my friends are all annoying

But we go dumb, yeah, we go stupid

This that 10K on the table

Ust so we can be secluded

And the vodka came diluted

One more line, I'm superhuman



Fuck you and you, and you

I hate your friends and they hate me too

I'm through, I'm through, I'm through

This that hot girl bummer anthem

Turn it up and throw a tantrum



Fuck you and you, and you

I hate your friends and they hate me too

Fuck you and you, and you

This that hot girl bummer anthem

Turn it up and throw a tantrum



This that hot girl bummer 2-step

They can't box me in, I'm too lit

This that drip that's more like oceans

They can't fit me in a Trojan

Out of pocket, but I'm always in my bag

Yeah, that's the slogan

This that, ""Who's all there? I'm pullin' up

With a emo chick that's broken""



This that college dropout music every day

Like that she be too thick

And my friends are all annoying

But we go dumb, yeah, we go stupid

This that 10K on the table

Just so we can be secluded

And the vodka came diluted

One more line, I'm superhuman



Fuck you and you, and you

I hate your friends and they hate me too

I'm through, I'm through, I'm through

This that hot girl bummer anthem

Turn it up and throw a tantrum



Fuck you and you, and you

I hate your friends and they hate me too

Fuck you and you, and you

This that hot girl bummer anthem

Turn it up and throw a tantrum



This that college dropout music every day

Like that she be too thick

And my friends are all annoying

But we go dumb, yeah, we go stupid

This that college dropout music every day

Like that she be too thick

And my friends are all annoying

But we go dumb, yeah, we go stupid

We go stupid, we go stupid

We go (And you want me to change? Fuck you!)



Fuck you and you, and you

I hate your friends and they hate me too

I'm through, I'm through, I'm through

This that hot girl bummer anthem

Turn it up and throw a tantrum



Fuck you and you, and you

I hate your friends and they hate me too

Fuck you and you, and you

This that hot girl bummer anthem

Turn it up and throw a tantrum","rap, trap, rnb, 2010s, blackbear, pop, 2019, Hip-Hop, electronic, hip hop, synthpop, a subtle use of vocal harmony, extensive vamping, major key tonality, vanity, obscene, dark pop, electronica influences, mild rhythmic syncopation, pop-rap, emo rap, hip-hop influences, heartbreaking lyrics, rnb influences, f sharp minor, 2019s, B Artist",energetic
0ehr4GsiW3MMc4cm6OTe4H,Years & Years,King,,,,,,,,,,,Failed to fetch lyrics,"pop, british, dance, party, best of 2015, 2015, electronic, electropop, House, synthpop, 2010s, electronica, dance-pop, alternative, synth, 2015 single, bbc sound of 2015, chillout, seen live, indie, indie pop, epic, electro house, beautiful, lydia, male vocalists, best song ever, love at first listen, 5 Stars, synth-pop, 10s, fallon, vocal samples, watch, Faves, <3, anthem, shout, best songs of 2015, beats made for dancing, clear pronunciation, four-on-the-floor beats, use of modal harmonies, effected synths, synth swoops, romantic lyrics, on repeat, #1, electronic dance music, rel-mnth:2015:January, bbc radio1 playlist 2015, play it loud loud loud, acoustic drum samples, prevalent use of groove, radio friendly stylings, house roots, uk number one, the use of chordal patterning, d major, a smooth male vocal, lead single, play again, superpop, Te Amo, better than one direction, inlove song, Meyers, love at 1st listen, guitarMagic, playlista rmf fm, best on earth, song festival 28, songs that i love the lyric, 2015 singles, shuperpop, song i wanna inject, Olly Delicia, delicia de musica, love at first listen gif, magical song gif, addiction of 2015 gif, music that takes me to another world gif, once a day gif, years and years fig, 2015 fig, trhimtop, opener 2015, Internatia Song Contest 36, song festival 28 final, nocna energia, musictech, nisan2024",energetic
0W6I02J9xcqK8MtSeosEXb,Doja Cat,Get Into It (Yuh),,,,,,,,,,,"Yeah, ey
Hey, ey
They say I just got a buck
Get into it, yuh
Pop out with a truck (Ha)

Get into it, yuh (Yuh)

If you go to church

I said ""Get into it, yuh""

If she ain't got a butt

Now fuck it, get into it, yuh

And I say I just got a buck

Get into it, yuh

Pop out with a truck

Get into it, yuh

If you go to church

Get into it, yuh

If she ain't got a butt

Fuck it, get into it, yuh



Yeah, you just wanna party

You just wanna lap dance

You just wanna pop up on these clowns like you're the Batman

You just wanna ball out in designer with your best friends

You don't wanna talk no more about it in the past tense

Get me out my zone, I'm just talkin' comfort, shawty

I ain't give you nothin' you can come for, shawty

I got plenty things you make a run for, shawty

Call him Ed Sheeran, he in love with my body



They say I just got a buck

Get into it, yuh

Pop out with a truck (Ha)

Get into it, yuh (Yuh)

If you go to church

I said ""Gеt into it, yuh""

If she ain't got a butt

Now fuck it, get into it, yuh

And I say I just got a buck

Get into it, yuh

Pop out with a truck

Gеt into it, yuh

If you go to church

Get into it, yuh

If she ain't got a butt

Fuck it, get into it, yuh



Y'all need to get into the drip like a piranha

Y'all need to get into my drip like y'all need water

I mean, it's only head to toe Balenciaga

I mean, y'all bitches better 'yuh' like Ariana

If they ever tryna knock her, put my foot up in your caca

Call your mama and your papa

Like I'm finna take your dadda

Turn that bitch into a soccer ball and rocka, rocka, rocka

Get into it like a suit

And fuck her, stuck up like a backa



They say I just got a buck (Yuh)

Get into it, yuh (Yeah)

Pop out with a truck

Get into it, yuh (Pop out, pop out)

If you go to church

I said ""Get into it, yuh""

If she ain't got a butt

Now fuck it, get into it, yuh

And I say I just got a buck

Get into it, yuh (Ayy)

Pop out with a truck

Get into it, yuh (Yeah)

If you go to church

Get into it, yuh

If she ain't got a butt

Fuck it, get into it, yuh



Thank you, Nicki, I love you

Got that big rocket launcher","trap, rap, pop rap, Hip-Hop, pop, bubblegum pop, 2020s, 2022, electronic, electronica, club, party, rnb, vocal harmonies, glitch hop, 2000s, hymn, extensive vamping, repetitive melodic phrasing, minor key tonality, electronica influences, hyphy, mild rhythmic syncopation, prominent percussion, use of techno synths, my top 10, a vocal-centric aesthetic, hip-hop influences, synthetic sonority, offensive lyrics, rnb influences, a distinctive female lead vocalist, a flat minor, call and answer vocals, MySpotigramBot, -1001747063611, motomano",energetic
4iJyoBOLtHqaGxP12qzhQI,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),,,,,,,,,,,"I get my peaches out in Georgia, ooh, yeah, shit
I get my weed from California, that's that shit
I took my chick up to the North, yeah, badass bitch
I get my light right from the source, yeah, yeah that’s it
And I see you (Oh), the way I breathe you in (In)

It's the texture of your skin

I wanna wrap my arms around you, baby

Never let you go, oh

And I see you

There's nothing like your touch

It’s the way you lift me up, yeah

And I'll be right here with you 'til the end



I get my peaches out in Georgia, ooh, yeah, shit

I get my weed from California, that's that shit

I took my chick up to the North, yeah, badass bitch

I get my light right from the source, yeah, yeah, that's it



You enjoy it, but I'm for your

All I can want, all I can wish for

Nights alone that we wished for

And days we savin' souvenirs

There's no time, I wanna make more time

And give you my whole life

I left my girl, I’m in my Yorker

Hate to leave, call it torture

Remember when I couldn’t hold her

Left the baggage from her over



I get my peaches out in Georgia, ooh, yeah, shit

I get my weed from California, that's that shit

I took my chick up to the North, yeah, badass bitch

I get my light right from the source, yeah, yeah, that’s it



I get the feeling, so I'm sure (Sure)

Hand in my hand because I'm yours

I can't, I can’t pretend, I can't ignore you're right for me

Don't think you wanna know just where I stand, oh

Girl, you got me distracted

The one I need is right in my arms

If this is the sweetest of mind

And I'll be right here with you 'til end of time



I get my peaches out in Georgia, ooh, yeah, shit

I get my weed from California, that's that shit

I took my chick up to the North, yeah, badass bitch

I get my light right from the source, yeah, yeah, that's it

I get my peaches out in Georgia, ooh, yeah, shit

I get my weed from California, that's that shit

I took my chick up to the North, yeah, badass bitch

I get my light right from the source, yeah, yeah, that's it

I get my peaches out in Georgia, ooh, yeah, shit

I get my weed from California, that's that shit

I took my chick up to the North, yeah, badass bitch

I get my light right from the source, yeah, yeah, that's it

I get my peaches out in Georgia, ooh, yeah, shit

I get my weed from California, that's that shit

I took my chick up to the North, yeah, badass bitch

I get my light right from the source, yeah, yeah, that's it","rnb, Hip-Hop, 2020s, 2021, pop, justin bieber, Daniel caesar, Giveon, hip hop, party, love this, intricate melodic phrasing, extensive vamping, major key tonality, a distinctive male lead vocal, mixed acoustic and electric instrumentation, Loving, electronica influences, classic rhodes sound, electric pianos, king of pop, romantic lyrics, c major, song of the year, subtle use of acoustic piano, heavy use of vocal harmonies, paired vocal harmony, subtle use of strings, rnb influences, heavy melodic ornamentation, simping, Peaches (feat. Daniel Caesar & Giveon), 20s RnB, MySpotigramBot, -1001854528204",energetic
37BZB0z9T8Xu7U3e65qxFy,The Weeknd,Save Your Tears (with Ariana Grande) (Remix),,,,,,,,,,,Failed to fetch lyrics,"soul, rnb, 2020s, Hip-Hop, remix, The Weeknd, Ariana Grande, 2021, MySpotigramBot, electronic, pop, synthpop, new romantic, surrendering, synthwave, alternative rnb, Severance,  remix, ren get a therapist,  2021, -1001819731063",energetic
